Id_UT	Toponimo	Comune	Tav_IGM	Masl	Tipologia_UT	Tipologia_Sito	Descrizione	X	Y	Compilatore	Responsabile	m x m	Ha	Latitudine	Longitudine	Anomalia
R67	Cozzo Santa Maria	Ramacca	F. 269 III SE	321	Area di frammenti	Insediamento	Il colle Santa Maria, situato al limite tra le contrade Zotto e Gallinella, culmina con un pianoro (m 374 slm) che declina dolcemente sul versante meridionale, mentre a N scende a strapiombo fino alla strada. L'area di frammenti si estende sul pianoro: i frammenti sono assai numerosi e distribuiti in maniera omogenea su tutta l'area; la densità dei reperti diminuisce nel settore meridionale dell'altura. Il materiale consiste in larga parte in frammenti di tegole pettinate,  anse a solco mediano, tegole vacuolate e ceramica invetriata; la ricognizione ha restituito anche molta ceramica ad impasto, appartenente alle facies di Castelluccio e Thapsos  che, sebbene distribuita su tutta l'area, abbonda particolarmente in corrispondenza del settore N del pianoro, dove è stata rinvenuta anche un'ascetta basaltica microlitica; alla distanza di m 100 a NO, si segnala una  concentrazione di schegge di selce	468755	4136548	Di Mauro		100 x 100	1	37.375144	14.647097	
R68	Contrada Zotto	Ramacca	F. 269 III SE	388	Area di frammenti		L'area pianeggiante che si estende tra il colle Malaponte soprano e il complesso di colline di Santa Croce, a O di Ramacca, prende il nome di "Fastucheria" in ricordo degli alberi di pistacchio che qui abbondavano. La ricognizione, condotta in condizioni di non perfetta visibilità poichè incolta, ha identificato un'area di frammenti fittili: l'arco cronologico dell'occupazione dell'area è indicato dal materiale di epoca romana, frammenti di laterizi, di ceramica sigillata e di anfore da trasporto.  L'area di frammenti occupa la sella tra due bassi affioramenti rocciosi: la ricognizione dell'altura ha evidenziato la presenza di resti di mura a secco appartenenti ad una struttura a due vani, di cui una a pianta circolare e l'altra a pianta rettangolare; l'area circostante (m 30 x 45) è caratterizzata dalla presenza di materiale archeogico,  ossia frammenti di tegole, laterizi e ceramica. Dall'esame dei materiali si ricava che il sito fu occupato per la prima volta nel II sec. e che raggiunse il suo massimo sviluppo durante il IV e il V sec. d.C. per continuare almeno fino al VI sec. d.C.. L'esistenza di una fattoria romana di una certa rilevanza è desumibile dai numerosi frammenti di sigillata, tra i quali si segnalano un frammento decorato a rilievo di tipo C e due frammenti di sigillata microasiatica	471348	4136886	Di Mauro		30 x 45	0.135	37.378277	14.676379	
R69	Contrada Gallinella I	Ramacca	F. 269 III SE	216	Area di frammenti		L'area di frammenti è stata identificata a S di Cozzo Santa Maria (R67), sulla pianura che si estende immediatamente ai piedi del versante meridionale del colle. La ricognizione dell'area, incolta al momento del lavoro sul campo e quindi a visibilità scarsa, ha identificato di un'area di frammenti fittili nei pressi di un casale abbandonato (m 40 x 40). Dall'osservazione dei materiali è emerso che, nell'areale, la ceramica a vernice nera del IV sec. a.C. si concentrava nel settore E, mentre minuti frammenti di sigillata africana privi di orlo caratterizzavano  il materiale del settore O; laterizi e ceramica comune sono comuni a entrambi i settori	468771	4136003	Di Mauro		40 x 40	0.16	37.370232	14.647301	
R7	Colle Cugno II	Ramacca	F. 269  III  NE	124	Area di frammenti	Fattoria	L'area di frammenti fittili si estende a S del fiume Gornalunga, su un ampio pianoro cui si accede da una strada sterrata che si dirama dalla SP 112: le rovine oggi visibili nell’area sono i resti di una scuola di età fascista, oggi in uso come riparo di animali. L’area di frammenti (m 80 x 30) si concentra in prossimità delle rovine: al centro del pianoro si concentra la maggiore percentuale di frammenti di ceramica romana da mensa e da cucina; ai margini meridionali dell’area, nei pressi dell’uliveto, è attestata la presenza di frammenti pertinenti ad anfore e rozza terracotta. Tra i rinvenimenti, si segnala un frammento di orlo di anfora pertinente alla Dressel 7-11/LII utilizzata per il trasporto di garum e di altre salse di pesce (Ostia II, p. 118-119), che insieme ai numerosi frammenti di Sigillata Italica datano la fase di più antica occupazione del sito a partire dal I sec. a.C. I frammenti di Sigillata Africana E e di Sigillata dell’Algeria orientale e centrale porrebbero la fine dell’insediamento tra il IV e il V sec. d.C. 	467084	4141435	Laureanti 2007		80 x 30	0.24	37.419139	14.628014	
R70	Contrada Gallinella II	Mineo	F. 269 III SE	325	Area sepolcrale		La ricognizione condotta alle pendici SE di Cozzo Santa Maria (R67) ha identificato un nucleo di tombe a grotticella artificiale, inaccessibili per la vegetazione e l'interro considerevole: esse vanno probabilmente messe in relazione con l'insediamento coevo attivo sul pianoro. Non si segnala la presenza di frammenti	468861	4136605	Di Mauro			0.5	37.375669	14.648299	
R71	Colle Conventazzo I	Mineo	F. 269 III SE	305	Strutture		Il colle Conventazzo è l'ultimo dei rilievi del sistemadi cui fanno parte anche Poggio Bosco e Contrada S. Croce, a SO di Ramacca. Il luogo, ricco di acqua per la presenza di una sorgente, fu sede di un convento, come rivela lo stesso toponimo, forse da identificare con quello dell'ordine di Santa Maria di Gala. Cosparsi sul terreno si trovano numerosi frammenti di tegole basso-medievali (XI -XII sec.) e delle strutture murarie probabilmente coeve	471746	4136388	Di Mauro			0.002	37.373797	14.680885	
R72	Colle Conventazzo II	Mineo	F. 269 III SE	204	Area di frammenti		La ricognizione dell'area di colle Conventazzo ha compreso anche il vicino colle Ramito, rispetto cui è situato a SO. Nonostante la visibilità fosse assai scarsa, l'indagine sul campo del pianoro (m 20 x 30) ha identificato molti strumenti litici e frammenti ceramici. Della ceramica rinvenuta, l'analisi ne ha identificato la gran parte come riconducibile alla facies di Castelluccio;  alla facies di Malpasso sono attribuibili un frammento di un pithos cordonato e ceramica ad impasto grigio e rosso. Dopo la frequentazione del sito tra la fine dell'Eneolitico e il Bronzo antico, nel sito sono presenti tracce riconducibili all'età arcaica, frammenti di ceramica indigena arcaica, della facies di Licodia Eubea	472241	4135987	Di Mauro		20 x 30	0.06	37.370198	14.686502	
R73	Contrada Mongialino III	Mineo	F. 269 III SE	163	Area di frammenti		L'area di frammenti (m 20 x 20) è situata a S del corso del fiume Margherito:  la ricognizione è stata condotta su un'ampia area coltivata a grano, attraversata in senso NO-SE dalla SP 179. La ricognizione condotta in coincidenza dell'aratura ha permesso di individuare un'ampia dispersione di reperti, costituita in larga parte da laterizi. La ceramica è presente in quantità esigua: probabilmente si trattava di un insediamento di piccole dimensioni o, forse, gli strati archeologici non sono stati inttaccati dall'attività agricola: allo stato attuale l'occupazione del sito è testimoniata per il IV sec. a. C. e poi di nuovo IV-V secolo d.C.	468465	4134651	Di Mauro		20 x 20	0.04	37.358035	14.643903	
R74	Contrada Modichella	Mineo	F. 269 III SE	131	Area di frammenti		L'area di frammenti fittili è situata tra le contrade Mongialino e Piana dei Re, a S del corso de fiume Ferro. La prima ricognizione condotta sul pianoro aveva documentato, nonostante la bassa visibilità, un'area di frammenti fittili (m 30 x 40) in cui erano uniformemente distribuiti frammenti di ceramica preistorica (facies di Castelluccio) e di  ceramica a vernice nera ellenistica. L'impianto recente di un frutteto ha del tutto compromesso la possibilità di ripetere la ricognizione	469651	4134721	Di Mauro		30 x 40	0.12	37.358705	14.657292	
R75	Cozzo Monaci	Mineo	F. 269 III SE	147	Tomba isolata		Cozzo Monaci è un poggio roccioso situato a S di Ramacca, il cui pianoro sommitale degrada dolcemente in senso NO-SE. La ricognizione della vasta area pianeggiante e del pianoro non ha individuato tracce di frequentazione in antico, forse a causa delle scarse condizioni di visibilità al momento della ricerca sul campo; si segnala una tomba a grotticella artificiale nelle pendici settentrionali del colle	473163	4134924	Di Mauro				37.360643	14.696943	
R76	Contrada Timignola	Mineo	F. 269 III SE	321	Area di frammenti	Fattoria	La ricognizione tra le contrade Timignola e Mongialino si è concentrata su una vasta area coltivata a grano, ai piedi di una collina caratterizzata d un affioramento calcareo. Individuata sulla cresta dell'altura, l'area di frammenti (m 20 x 25) è caratterizzata dall'abbondante presenza di frammenti di laterizi, tegoloni a listello e kalyptér hegemón, e di ceramica a vernice nera e fine da mensa. Si segnala, inoltre, l'esistenza di una cavità, accessibile dal pianoro, forse un bunker della seconda guerra mondiale. La presenza di materiale fittile da copertura di età arcaica così rilevante parrebbe indiziare l'esistena di un edificio di una certa rilevanza. L'area fu di nuovo occupata in età ellenistica (IV e il III sec. a.C.) e ancora tra l'età augustea e la fine del II d.C., forse da una piccola fattoria	469353	4133570	Di Mauro		20 x 25	0.05	37.348321	14.653975	
R77	Contrada Gelso		F. 269 II SO	53	Area di frammenti	Fattoria 	L'area di frammenti fittili (m 100 x 150) si estende all'interno di un terreno recintato, in cui è possibile accedere attraverso un campo vicino. L'appezzamento si trova su un'ansa del fiume Gornalunga a circa 1 km a NE della Masseria Scavo. L'area è divisa in due parti da una stradina sterrata, che, dalla SS 288, arriva fino al fiume. Su tutta la superficie del terreno è possibile osservare una notevole quantità di materiali da costruzione, in particolare tegole e mattoni, e una diffusa presenza di frammenti ceramici. L'esame dei rinvenimenti ha permesso di ipotizzare la presenza di un insediamento rurale, quasi sicuramente una fattoria, di epoca romana. La presenza di ceramica romana a vernice nera collocherebbe l'inizio dell'occupazione al più tardi durante il IV sec. a.C.; l'individuazione di un frammento di coppa megarese mostra come l'insediamento avesse dei contatti commerciali, provati pure dai numerosi frammenti di anfore da trasporto. Lo scarto di fusione di pasta vitrea potrebbe far pensare alla presenza di una officina per la lavorazione del materiale, o di una magazzino per la sua conservazione. La fattoria fu probabilmente abbandonata durante il IV sec. d.C., come testimoniato dall'assenza di materiali databili in periodo successivo a quanto testimoniato dalla sigillata africana 	478116	4140647	Sirena		100 x 150	1.5	37.412359	14.752705	
R78	Masseria Scavo I		F. 269 II SO	69	Area di frammenti		L'area di frammenti fittili (m 50 x 60) si estende attorno alla masseria Scavo, situata su un basso poggio alla confluenza tra un torrente e il fiume Gornalunga. La presenza della masseria ha creato uno sconvolgimento della superficie, tanto che i frammenti di sigillata africana sono stati rinvenuti frammisti a frammenti di mattoni moderni. Altri frammenti sono stati rinvenuti in un agrumeto che circonda la masseria a N. Materiali preistorici, un frammento di skyphos, frammenti di vetri e una tegola col bollo, provenienti da rinvenimenti sporadici sono conservati al Museo di Ramacca. I materiali preistorici datano la frequentazione dell'area al Neolitico (facies di Stentinello e di Diana) e al Eneolitico (facies di Malpasso). Un frammento di skyphos a vernice nera costituisce l'unica testimonianza relativa a una frequentazione tra IV e III sec. a.C. La storia insediativa dell'area riprende con l'occupazione in età romana imperiale, come confermato dalla presenza della sigillata africana C e D. L'abbandono del sito dovrebbe essere avvenuto nel V-VI sec., come provato dalla ceramica comune. La presenza di oggetti di un certo pregio, come i frammenti di bottiglia di vetro potrebbe essere spiegata con la presunta esistenza di una piccola necropoli di età romana, andata distrutta a seguito di sbancamenti del terreno	479250	4140118	Sirena		50 x 60	0.3	37.407617	14.765534	
R79	Poggio delle Forche	Ramacca	F. 269 II SO	301	Area di frammenti		L'area di frammenti fittili (m 100 x 100) si estende su di un ampio pianoro posto in cima alla collina denominata Poggio delle Forche. Si tratta di una formazione calcarea, che degrada in maniera piuttosto ripida sui versanti N e O, ma che offre una via d'accesso più agevole dal versante S. Il pianoro occupa una posizione strategicamente importante per l'ampia visuale offerta sia verso la Piana di Catania sia verso la Montagna di Ramacca. Il terreno è accessibile attraverso una proprietà privata, che attualmente è coltivata parte ad oliveto, parte a frumento e parte incolta. L'area si articola su due livelli ben definiti: il settore posto a quota più bassa si estende all'interno di un oliveto ed occupa un'area di circa ha 0,15. Questa parte viene a trovarsi esattamente nel punto più agevole di accesso al poggio, sopra il luogo dove sono state segnalate due sepolture a fossa. Il terreno posto a quota più alta è delimitato da una serie di muri di contenimento, dei quali non è stato possibile stabilire la data di costruzione; per accedere a questa parte del poggio si supera un leggero pendio che immette sul pianoro superiore. I frammenti fittili sono facilmente visibili su tutta l'estensione del terreno incolto, che è ampio all'incirca ha 0,8 e chiuso a E e a S da pareti calcaree. I materiali chiariscono la lunga storia insediativa del sito, occupato dalla Preistorica fino all'età classica. È verosimile che il poggio sia stato sede di un insediamento preistorico, come testimoniato dalla presenza delle ceramiche della facies di Stentinello, di Castelluccio e dai numerosi frr. di industria litica, oltre alle schegge di selce e quarzarenite che si trovano piuttosto facilmente su tutta l'area. Sembra poi che, senza soluzione di continuità, il poggio fu sede di un abitato che lo occupò per almeno tre secoli, dall'VIII sec. a.C. (ceramica della facies di Licodia Eubea) fino alla metà del V sec. a.C. (ceramica attica a vernice nera). L'abitato di Poggio delle Forche fu poi abbandonato nella seconda metà del V sec. a.C.	473739	4139251	Sirena		100 x 100	1			
R8	Torre di Albospino	Ramacca	F. 269  III  NE	205	Area di frammenti	n.d.	La torre di Albospino era parte del feudo omonimo, donato alla città di Caltagirone nel XII sec.d.C. dal conte Ruggero: l’unica notizia cui si accenna all’esistenza della torre è un documento del 1722 (Magnano San Lio E. 1995, pp. 53-85). La ricognizione dell’area circostante, un vasto campo coltivato a frumento, ha identificato un’area di rari frammenti fittili (m 5 x 5): gli unici databili sono due frammenti di tegole pettinate	463993	4145903	Laureanti 2007		5 x 5	0.0025	37.459293	14.592857	
R80	Monte Pulce	Ramacca	F. 269 II SO	181	Area di frammenti		L'area di frammenti fittili  (m 50 x 70) si estende attorno alle pendici di un piccolo massiccio calcareo,  m 200 a NO del Monte Pulce, sede di zolfare abbandonate. Date le evidenti tracce di sbancamento sul fianco NO del massiccio, è molto probabile che questo, in origine, dovesse essere più esteso e con pareti meno ripide di come si possono osservare adesso. I materiali sono stati rinvenuti nella zona del terreno che è coltivato a fichidindia, ad E del massiccio, e, in parte, sulle pareti meno ripide del massiccio stesso. Sono stati rinvenuti frammenti che si riferiscono all'Antica Età del Bronzo (facies di Castelluccio) alla Prima età del ferro (facies di Licodia Eubea); si segnala anche la presenza  di una notevole quantità di schegge di selce, che testimonia la lavorazione della pietra, e una piccola scheggia di ossidiana. L'abbandono del sito sembra indicato dall'assenza di frammenti databili ad epoche posteriori rispetto a quanto testimoniato dalla facies di Licodia Eubea e dall'assenza dì materiali di produzione greco-coloniale, a parte lo sporadico frammento dipinto. Il sito era già noto da precedenti ricognizioni e alcuni dei materiali sono esposti al Museo comunale di Ramacca	475343	4139314	Sirena		50 x 70	0.3	37.400274	14.721414	
R81	Contrada Ficuzza	Ramacca	F. 269 II SO	111	Area di frammenti		L'area di frammenti fittili si estende sul pianoro in cima ad una piccola collina a NE di Monte Pulce, accessibile attraverso la SP 107. La ricognizione è stata condotta all'interno di un vasto campo coltivato. Il versante settentrionale della collina, sulla cui sommità si trovano due costruzioni, è un uliveto. I materiali sono stati rinvenuti tra le pendici della collina e l'area pianeggiante: in particolare i frammenti di anfore da trasporto sono stati rinvenuti sui ripidi fianchi dell'altura, sia sul versante O che sul versante E; la sigillata africana è stata rinvenuta in un'area di m 3 x 3 a E; all'interno del campo sono stati identificati  frammenti di tegole e frammenti di ceramica comune sparsi in maniera omogenea (m 30 x 30). Altri frammenti (un'aletta di tegola piana e il frammento di lucerna in sigillata) sono stati rinvenuti in un campo subito a S della collinetta, probabilmente trasportati dal dilavamento. È probabile che tale distribuzione dei frammenti rispecchi l'originaria sistemazione degli ambienti della fattoria, per cui potremmo ipotizzare una zona destinata alla conservazione delle derrate alimentari (molto probabilmente scoperta, come testimoniato dalla mancanza di frammenti di tegole), dove sono presenti i frammenti di anfore, e una zona coperta, destinata alla vita quotidiana (testimoniato dalla presenza della sigillata africana e della ceramica da cucina). La datazione dei materiali ceramici è compresa fra i secoli I sec. a.C. e VI - VII d.C., con l'intervallo di circa un secolo: manca infatti qualsiasi testimonianza per il II sec. d.C.	476220	4139641	Sirena		30 x 30	1	37.403245	14.731312	Anomalia su GOOGLE MAPS
R82	Masseria Santo Stefano	Ramacca	F. 269 II SO	84	Area sepolcrale		La necropoli è costituita da tre tombe a grotticella artificiale, che si aprono su un fianco del massiccio calcareo su cui sorge la masseria S. Stefano, situata a NO del territorio di Ramacca. La collina si eleva sulla pianura circostante ed è perfettamente visibile anche a distanza notevole. Sull'altura non sono stati rinvenuti materiali, ad eccezione di un frammento di ceramica della facies di Thapsos. Uno sbancamento fatto negli anni Sessanta del secolo scorso ha tagliato le pendici della collina, separando le tombe. La prima delle tre tombe (fig. X, tav. X) si trova è attualmente adibita al ricovero di animali: rimaneggiamenti ne hanno modificato la forma originaria, soprattutto dell'apertura, che non si presenta leggibile in modo soddisfacente; la pianta è quasi perfettamente circolare, con gli assi che misurano m 1,66 e m 1,64; la sezione è curva e raggiunge l'altezza massima di m 0,86. La seconda tomba (fig. X, tav. X) si trova a circa m 30 di distanza dalla prima, sul medesimo costone roccioso, ma con l'apertura rivolta a N. La grotticella, del tipo simile alla precedente, si trova in uno stato di conservazione migliore: la pianta è circolare, con gli assi che misurano m 1,48 e m 1,30, e sezione curva, e altezza massima di m. 0,78. La terza tomba (fig. X, tav. X) si trova a circa m 100 dalle altre due, ed è scavata su un modesto costone roccioso distante dalla collina. L'ingresso alla grotticella è parzialmente ostruito da un crollo e tracce di crollo si segnalano anche all'interno: la tomba ha pianta circolare, modificata in parte dagli eventi distruttivi, che hanno creato una sorta di nicchia irregolare sulla parete di fondo; gli assi misurano m 1,45 e m 1,40	477386	4138785	Sirena				37.395565	14.744514	
R83	Masseria Svegliamassaro	Ramacca	F. 269 II SO	108	Tomba isolata		La tomba, una grotticella artificiale, è scavata su un modesto massiccio roccioso a S della masseria Svegliamassaro, all'interno della proprietà Nicolosi. La grotticella, con apertura rivolta ad E, ha pianta irregolare, fatto dovuto probabilmente alle difficoltà di escavazione; gli assi principali misurano m 2,20 e m 1,50. La sezione è curva, con altezza massima di 1 metro circa. Nei pressi della grotticella non è stato rinvenuto alcun materiale che possa fornire indizi circa la datazione	475874	4137919	Sirena				37.387714	14.727459	
R84	Contrada San Giacomo I		F. 269 II SO	85	Tomba isolata		A breve distanza (circa m 600 in linea d'aria) dalla tomba in contrada Svegliamassaro, è visibile un'altra tomba, situata all'interno di una proprietà privata. La tomba è, in realtà, una piccolissima escavazione sul lato S di un ampio massiccio roccioso posto sulla medesima isoipsa della masseria Svegliamassaro. Non è stato possibile effettuare rilievi grafici perché allo stato attuale la grotticella viene utilizzata come deposito di attrezzi agricoli dal proprietario del terreno	475884	4137503	Sirena				37.383965	14.727585	
R85	Monte San Nicola	Ramacca	F. 269 II SO	353	Sporadico		Il monte S. Nicola è in realtà una collina che si trova immediatamente ad E del centro abitato di Ramacca. La ricognizione non è stata possibile perchè oggi l'area è abitata e le proprietà recintate. Si segnala la presenza di materiali provenienti da Monte San Nicola in deposito nei magazzini del Museo di Ramacca, con denominazione generica "Monte S. Nicola".Tali frammenti provengono dal luogo dove attualmente sorge una casa privata, in cui non è stato possibile accedere. Pare che questi materiali siano stati rinvenuti durante i lavori di scavo per la costruzione dell'edificio. Inoltre, è noto che i frammenti di ceramica arcaica in deposito provengano da sepolture, coinvolte dall'espansione urbanistica alle pendici del monte. Non è chiara, infine, la provenienza della ceramica fine da mensa	473870	4137688	Sirena		n.d.		37.385578	14.704829	
R86	Contrada Scorzone	Ramacca	F. 269 II SO	242	Tomba isolata		La ricognizione di Contrada Scorzone, ampia area a E del centro urbano di Ramacca, non ha identificato aree di frammenti fittili, nonostante la discreta visibilità. Si segnala la presenza di una tomba a grotticella artificiale a pianta poligonale, che si apre sul versante esposto a S del costone. La grotticella presenta una sezione quadrangolare: dato lo stato precario di conservazione non è stato possibile documentarne la planimetria	474274	4137321	Sirena				37.382281	14.709405	
R87	Masseria San Iacopo	Ramacca	F. 269 II SO	69	Area di frammenti	Fattoria	L'area di frammenti fittili è situata a E del centro di Ramacca, in un terreno incolto al momento della ricognizione, ma con tracce di coltivazione di cereali, di pertinenza della masseria San Iacopo. L'appezzamento si estende in pianura in direzione EO dalla SP 107, dalla quale è accessibile, fino al fiume dei Monaci, a una quota di m 76 slm e per un'ampiezza di circa ha 5,6. L'area di frammenti fittili (m 90 x 90) si estende tra il terreno incolto e l'agrumeto a N dell'area, anche se la quantità di rinvenimenti si fa piuttosto esigua rispetto a quella del terreno libero.  La presenza di numerosi frammenti di materiali da costruzione, in particolare tegole e laterizi, fa ipotizzare l'esistenza di una costruzione, probabilmente una fattoria, che occupa il sito dall'età repubblicana (ceramica a vernice nera) almeno fino al VI secolo d.C. ( forma Lamboglia 60). La ricchezza e la grandezza della fattoria è testimoniata dalla presenza di numerosissimi frammenti di ceramica fine da mensa e da frammenti di anfore da trasporto. È probabile che la fattoria controllasse l'ampia distesa di territorio che la circonda in tutte le direzioni	476608	4137426	Sirena		90 x 90	0.81	37.383289	14.735766	Anomalia su GOOGLE MAPS
R88	Contrada San Giacomo II	Ramacca	F. 269 II SO	153	Area di frammenti	Fattoria	L'area di frammenti fittili è ubicata a E di Ramacca: il terreno ricognito si estende coincide parzialmente con un oliveto situato sul fianco di una collinetta, in contrada S. Giacomo. I frammenti sono stati rinvenuti in un'area circoscritta (m 40 x 45); consistono in pareti ed anse classificabili come rozza terracotta e per nessuno di essi è stato possibile identificare le forme originarie. In base ai frammenti rinvenuti, in particolare la tegole pettinate, e la ceramica corrugata, si può ipotizzare che il sito sia stato occupato da un piccolo insediamento molto povero a partire dal V sec. d.C.	475481	4136715	Sirena		40 x 45	0.2025	37.376851	14.723059	
R89	Contrada Principessa	Mineo	F. 269 II SO	151	Area di frammenti		L'area di frammenti fittili, situata a SE del centro di Ramacca, si estende nei pressi dell'innesto tra la SS 192 e la SS 417 Catania-Gela, in territorio di Mineo. La ricognizione è stata condotta su un terreno privato in leggero pendio, mentre era in corso l'aratura stagionale; al momento della prima ricognizione l'area era coltivata soli in parte, ma nel corso del 2013 anche la superficie incolta è stata destinata all'impianto di un agrumeto. L'area di frammenti individuata (m 25 x 30) presentava una distribuzione omogenea dei reperti. I materiali rinvenuti si datano in gran parte all'Antica Età del Bronzo (facies di Castelluccio); ulteriore indizio per l'esistenza di un insediamento castellucciano è la presenza di numerose schegge di selce e quarzarenite. Si segnala la presenza di alcuni frammenti riferibili all'epoca romana imperiale, rinvenuti nel settore S dell'area, frammisti al materiale preistorico. La presenza di questi reperti farebbe pensare alla presenza di un insediamento, probabilmente una piccola fattoria, che si sviluppa per un arco di tempo di circa un secolo, dall'inizio del II (come testimoniato dalla presenza della forma Lamboglia 2a) fino al III secolo (forma Lamboglia 1c). Oltre ai frammenti di ceramica fine da mensa sono presenti alcuni frammenti di anfore romane da trasporto. L'assenza in superficie di altro tipo di materiale romano, non consente una definizione più precisa circa la natura dell'insediamento. Una tomba isolata, una grotticella artificiale, è ricavata sul fianco di un piccolo sperone di roccia, al di sopra del quale sorge la masseria Principessa (m 102 slm). Della tomba non è stato possibile effettuare il rilievo, per la presenza di vegetazione che ostruiva l'accesso e a causa del fatto che essa si apre al di là di un piccolo canale, ad una altezza di circa un metro dal suolo. In prossimità della tomba è stato rinvenuto un frammento riconducibile alla fase di frequentazione del villaggio coevo	475467	4136001	Sirena		25 x 30	0.075	37.370415	14.722925	
R9	Fattoria Pioppo	Aidone	F. 269  III  NE	178	Area di frammenti	n.d.	La fattoria Pioppo è ubicata a S dal corso del fiume Gornalunga, accesibile da una strada sterrata che si dirama dalla SP 73 in direzione del Lago Ogliastro. L'area di frammenti (m 5 x 5) si estende lungo il fianco del pendio su cui sorge la fattoria, terreno incolto a scarsissima visibilità. I frammenti rinvenuti sono pertinenti a un arco cronologico compreso tra il II sec. d.C. (Sigillata africana A) e il V sec. d.C. (Sigillata africana D)	463692	4143900	Laureanti 2007		5 x 5	0.0025	37.441227	14.589552	
R90	Contrada Frumentara	Mineo	F. 269 II SO	102	Tomba isolata		La ricognizione di Contrada Frumentara, area a SE di Ramacca, è stata condotta nel periodo dell'aratura. Si segnala la presenza di una tomba a grotticella artificiale con l'apertura orientata perfettamente ad E (fig. X, tav. X). La grotticella è ricavata sul fianco di un piccolo sperone che si eleva sul lato N della SS 417 Catania-Gela, a ca m 700 dallo svincolo per Ramacca, in territorio di Mineo. La pianta della grotticella è quasi perfettamente circolare, con gli assi che misurano m 1,66 e m 1,60; la sezione è curva, con altezza massima m. 1,26. Al suo interno non è stata rinvenuta ceramica; ad O della tomba sono stati rinvenuti pochi frammenti di tegole curve pettinate. Lo sperone che si trova di fronte al lato su cui si apre la grotticella conserva i resti di un'altra grotticella. Sullo sperone è stata identificata una escavazione circolare con i resti di un ingresso rivolto a S. La sezione (fig. X) mostra come l'andamento della probabile parete di fondo sia simile a quello della grotticella descritta prima; gli assi misurano rispettivamente m 1,24 e 1,30	475024	4135454	Sirena				37.365476	14.717948	
R91	Poggio Uccello		F. 269 II SO	88	Tomba isolata		La ricognizione dell'area a ridosso di Poggio Uccello, bassa altura a SE di Ramacca, non ha identificato aree di frammenti, probabilmente a causa della visibilità scarsa dovuta all'estensiva coltivaizone della vite. Si segnala la presenza di una tomba a grotticella artificiale che si affaccia sul versante S di un piccolo sperone nei pressi del Poggio Uccello. Attualmente si trova in un terreno recintato all'interno del quale non è stato possibile accedere, ma è visibile dalla SS 417. È probabile che possa essere connessa alla necropoli di Contrada Monaci, dalla quale dista meno di km 1 in linea d'aria	474356	4135039	Sirena				37.361714	14.71041	
